Date,DateKey,Year,Quarter,Month,MonthName,MonthIdx,Day,FiscalYear,FiscalQuarter,FiscalMonth,Weekday,IsWeekend,IsCurrentMonth,SeasonalityWeight,TrendWeight,DemandWeight
2022-07-18,20220718,2022,Q3,7,Jul,202207,18,2022,FQ2,4,Monday,False,False,1.12,0.9371621621621622,1.0496216216216216
2022-07-19,20220719,2022,Q3,7,Jul,202207,19,2022,FQ2,4,Tuesday,False,False,1.12,0.9373498498498498,1.0498318318318318
2022-07-20,20220720,2022,Q3,7,Jul,202207,20,2022,FQ2,4,Wednesday,False,False,1.12,0.9375375375375375,1.0500420420420422
2022-07-21,20220721,2022,Q3,7,Jul,202207,21,2022,FQ2,4,Thursday,False,False,1.12,0.9377252252252253,1.0502522522522524
2022-07-22,20220722,2022,Q3,7,Jul,202207,22,2022,FQ2,4,Friday,False,False,1.12,0.9379129129129129,1.0504624624624626
2022-07-23,20220723,2022,Q3,7,Jul,202207,23,2022,FQ2,4,Saturday,True,False,1.288,0.9381006006006006,1.2082735735735737
2022-07-24,20220724,2022,Q3,7,Jul,202207,24,2022,FQ2,4,Sunday,True,False,1.288,0.9382882882882883,1.2085153153153152
2022-07-25,20220725,2022,Q3,7,Jul,202207,25,2022,FQ2,4,Monday,False,False,1.12,0.938475975975976,1.0510930930930933
2022-07-26,20220726,2022,Q3,7,Jul,202207,26,2022,FQ2,4,Tuesday,False,False,1.12,0.9386636636636637,1.0513033033033035
2022-07-27,20220727,2022,Q3,7,Jul,202207,27,2022,FQ2,4,Wednesday,False,False,1.12,0.9388513513513513,1.0515135135135136
2022-07-28,20220728,2022,Q3,7,Jul,202207,28,2022,FQ2,4,Thursday,False,False,1.12,0.9390390390390391,1.0517237237237238
2022-07-29,20220729,2022,Q3,7,Jul,202207,29,2022,FQ2,4,Friday,False,False,1.12,0.9392267267267267,1.051933933933934
2022-07-30,20220730,2022,Q3,7,Jul,202207,30,2022,FQ2,4,Saturday,True,False,1.288,0.9394144144144144,1.2099657657657659
2022-07-31,20220731,2022,Q3,7,Jul,202207,31,2022,FQ2,4,Sunday,True,False,1.288,0.9396021021021022,1.2102075075075076
2022-08-01,20220801,2022,Q3,8,Aug,202208,1,2022,FQ2,5,Monday,False,False,1.1,0.9397897897897898,1.0337687687687689
2022-08-02,20220802,2022,Q3,8,Aug,202208,2,2022,FQ2,5,Tuesday,False,False,1.1,0.9399774774774775,1.0339752252252254
2022-08-03,20220803,2022,Q3,8,Aug,202208,3,2022,FQ2,5,Wednesday,False,False,1.1,0.9401651651651651,1.0341816816816818
2022-08-04,20220804,2022,Q3,8,Aug,202208,4,2022,FQ2,5,Thursday,False,False,1.1,0.9403528528528529,1.0343881381381381
2022-08-05,20220805,2022,Q3,8,Aug,202208,5,2022,FQ2,5,Friday,False,False,1.1,0.9405405405405406,1.0345945945945947
2022-08-06,20220806,2022,Q3,8,Aug,202208,6,2022,FQ2,5,Saturday,True,False,1.265,0.9407282282282282,1.1900212087087085
2022-08-07,20220807,2022,Q3,8,Aug,202208,7,2022,FQ2,5,Sunday,True,False,1.265,0.940915915915916,1.1902586336336336
2022-08-08,20220808,2022,Q3,8,Aug,202208,8,2022,FQ2,5,Monday,False,False,1.1,0.9411036036036036,1.035213963963964
2022-08-09,20220809,2022,Q3,8,Aug,202208,9,2022,FQ2,5,Tuesday,False,False,1.1,0.9412912912912913,1.0354204204204205
2022-08-10,20220810,2022,Q3,8,Aug,202208,10,2022,FQ2,5,Wednesday,False,False,1.1,0.941478978978979,1.035626876876877
2022-08-11,20220811,2022,Q3,8,Aug,202208,11,2022,FQ2,5,Thursday,False,False,1.1,0.9416666666666667,1.0358333333333334
2022-08-12,20220812,2022,Q3,8,Aug,202208,12,2022,FQ2,5,Friday,False,False,1.1,0.9418543543543544,1.03603978978979
2022-08-13,20220813,2022,Q3,8,Aug,202208,13,2022,FQ2,5,Saturday,True,False,1.265,0.942042042042042,1.1916831831831831
2022-08-14,20220814,2022,Q3,8,Aug,202208,14,2022,FQ2,5,Sunday,True,False,1.265,0.9422297297297297,1.191920608108108
2022-08-15,20220815,2022,Q3,8,Aug,202208,15,2022,FQ2,5,Monday,False,False,1.1,0.9424174174174175,1.0366591591591594
2022-08-16,20220816,2022,Q3,8,Aug,202208,16,2022,FQ2,5,Tuesday,False,False,1.1,0.9426051051051051,1.0368656156156157
2022-08-17,20220817,2022,Q3,8,Aug,202208,17,2022,FQ2,5,Wednesday,False,False,1.1,0.9427927927927928,1.037072072072072
2022-08-18,20220818,2022,Q3,8,Aug,202208,18,2022,FQ2,5,Thursday,False,False,1.1,0.9429804804804804,1.0372785285285286
2022-08-19,20220819,2022,Q3,8,Aug,202208,19,2022,FQ2,5,Friday,False,False,1.1,0.9431681681681682,1.037484984984985
2022-08-20,20220820,2022,Q3,8,Aug,202208,20,2022,FQ2,5,Saturday,True,False,1.265,0.9433558558558559,1.1933451576576577
2022-08-21,20220821,2022,Q3,8,Aug,202208,21,2022,FQ2,5,Sunday,True,False,1.265,0.9435435435435435,1.1935825825825825
2022-08-22,20220822,2022,Q3,8,Aug,202208,22,2022,FQ2,5,Monday,False,False,1.1,0.9437312312312313,1.0381043543543544
2022-08-23,20220823,2022,Q3,8,Aug,202208,23,2022,FQ2,5,Tuesday,False,False,1.1,0.9439189189189189,1.0383108108108108
2022-08-24,20220824,2022,Q3,8,Aug,202208,24,2022,FQ2,5,Wednesday,False,False,1.1,0.9441066066066066,1.0385172672672673
2022-08-25,20220825,2022,Q3,8,Aug,202208,25,2022,FQ2,5,Thursday,False,False,1.1,0.9442942942942943,1.038723723723724
2022-08-26,20220826,2022,Q3,8,Aug,202208,26,2022,FQ2,5,Friday,False,False,1.1,0.944481981981982,1.0389301801801802
2022-08-27,20220827,2022,Q3,8,Aug,202208,27,2022,FQ2,5,Saturday,True,False,1.265,0.9446696696696697,1.195007132132132
2022-08-28,20220828,2022,Q3,8,Aug,202208,28,2022,FQ2,5,Sunday,True,False,1.265,0.9448573573573573,1.195244557057057
2022-08-29,20220829,2022,Q3,8,Aug,202208,29,2022,FQ2,5,Monday,False,False,1.1,0.945045045045045,1.0395495495495497
2022-08-30,20220830,2022,Q3,8,Aug,202208,30,2022,FQ2,5,Tuesday,False,False,1.1,0.9452327327327328,1.039756006006006
2022-08-31,20220831,2022,Q3,8,Aug,202208,31,2022,FQ2,5,Wednesday,False,False,1.1,0.9454204204204204,1.0399624624624626
2022-09-01,20220901,2022,Q3,9,Sep,202209,1,2022,FQ2,6,Thursday,False,False,1.0,0.9456081081081081,0.9456081081081081
2022-09-02,20220902,2022,Q3,9,Sep,202209,2,2022,FQ2,6,Friday,False,False,1.0,0.9457957957957958,0.9457957957957958
2022-09-03,20220903,2022,Q3,9,Sep,202209,3,2022,FQ2,6,Saturday,True,False,1.15,0.9459834834834835,1.087881006006006
2022-09-04,20220904,2022,Q3,9,Sep,202209,4,2022,FQ2,6,Sunday,True,False,1.15,0.9461711711711712,1.0880968468468468
2022-09-05,20220905,2022,Q3,9,Sep,202209,5,2022,FQ2,6,Monday,False,False,1.0,0.9463588588588588,0.9463588588588588
2022-09-06,20220906,2022,Q3,9,Sep,202209,6,2022,FQ2,6,Tuesday,False,False,1.0,0.9465465465465466,0.9465465465465466
2022-09-07,20220907,2022,Q3,9,Sep,202209,7,2022,FQ2,6,Wednesday,False,False,1.0,0.9467342342342342,0.9467342342342342
2022-09-08,20220908,2022,Q3,9,Sep,202209,8,2022,FQ2,6,Thursday,False,False,1.0,0.9469219219219219,0.9469219219219219
2022-09-09,20220909,2022,Q3,9,Sep,202209,9,2022,FQ2,6,Friday,False,False,1.0,0.9471096096096097,0.9471096096096097
2022-09-10,20220910,2022,Q3,9,Sep,202209,10,2022,FQ2,6,Saturday,True,False,1.15,0.9472972972972973,1.089391891891892
2022-09-11,20220911,2022,Q3,9,Sep,202209,11,2022,FQ2,6,Sunday,True,False,1.15,0.947484984984985,1.0896077327327327
2022-09-12,20220912,2022,Q3,9,Sep,202209,12,2022,FQ2,6,Monday,False,False,1.0,0.9476726726726726,0.9476726726726726
2022-09-13,20220913,2022,Q3,9,Sep,202209,13,2022,FQ2,6,Tuesday,False,False,1.0,0.9478603603603604,0.9478603603603604
2022-09-14,20220914,2022,Q3,9,Sep,202209,14,2022,FQ2,6,Wednesday,False,False,1.0,0.9480480480480481,0.9480480480480481
2022-09-15,20220915,2022,Q3,9,Sep,202209,15,2022,FQ2,6,Thursday,False,False,1.0,0.9482357357357357,0.9482357357357357
2022-09-16,20220916,2022,Q3,9,Sep,202209,16,2022,FQ2,6,Friday,False,False,1.0,0.9484234234234235,0.9484234234234235
2022-09-17,20220917,2022,Q3,9,Sep,202209,17,2022,FQ2,6,Saturday,True,False,1.15,0.9486111111111111,1.0909027777777776
2022-09-18,20220918,2022,Q3,9,Sep,202209,18,2022,FQ2,6,Sunday,True,False,1.15,0.9487987987987988,1.0911186186186186
2022-09-19,20220919,2022,Q3,9,Sep,202209,19,2022,FQ2,6,Monday,False,False,1.0,0.9489864864864865,0.9489864864864865
2022-09-20,20220920,2022,Q3,9,Sep,202209,20,2022,FQ2,6,Tuesday,False,False,1.0,0.9491741741741742,0.9491741741741742
2022-09-21,20220921,2022,Q3,9,Sep,202209,21,2022,FQ2,6,Wednesday,False,False,1.0,0.9493618618618619,0.9493618618618619
2022-09-22,20220922,2022,Q3,9,Sep,202209,22,2022,FQ2,6,Thursday,False,False,1.0,0.9495495495495495,0.9495495495495495
2022-09-23,20220923,2022,Q3,9,Sep,202209,23,2022,FQ2,6,Friday,False,False,1.0,0.9497372372372372,0.9497372372372372
2022-09-24,20220924,2022,Q3,9,Sep,202209,24,2022,FQ2,6,Saturday,True,False,1.15,0.949924924924925,1.0924136636636637
2022-09-25,20220925,2022,Q3,9,Sep,202209,25,2022,FQ2,6,Sunday,True,False,1.15,0.9501126126126126,1.0926295045045045
2022-09-26,20220926,2022,Q3,9,Sep,202209,26,2022,FQ2,6,Monday,False,False,1.0,0.9503003003003003,0.9503003003003003
2022-09-27,20220927,2022,Q3,9,Sep,202209,27,2022,FQ2,6,Tuesday,False,False,1.0,0.950487987987988,0.950487987987988
2022-09-28,20220928,2022,Q3,9,Sep,202209,28,2022,FQ2,6,Wednesday,False,False,1.0,0.9506756756756757,0.9506756756756757
2022-09-29,20220929,2022,Q3,9,Sep,202209,29,2022,FQ2,6,Thursday,False,False,1.0,0.9508633633633634,0.9508633633633634
2022-09-30,20220930,2022,Q3,9,Sep,202209,30,2022,FQ2,6,Friday,False,False,1.0,0.951051051051051,0.951051051051051
2022-10-01,20221001,2022,Q4,10,Oct,202210,1,2022,FQ3,7,Saturday,True,False,1.2189999999999999,0.9512387387387388,1.1595600225225224
2022-10-02,20221002,2022,Q4,10,Oct,202210,2,2022,FQ3,7,Sunday,True,False,1.2189999999999999,0.9514264264264264,1.1597888138138137
2022-10-03,20221003,2022,Q4,10,Oct,202210,3,2022,FQ3,7,Monday,False,False,1.06,0.9516141141141141,1.008710960960961
2022-10-04,20221004,2022,Q4,10,Oct,202210,4,2022,FQ3,7,Tuesday,False,False,1.06,0.9518018018018019,1.00890990990991
2022-10-05,20221005,2022,Q4,10,Oct,202210,5,2022,FQ3,7,Wednesday,False,False,1.06,0.9519894894894895,1.0091088588588588
2022-10-06,20221006,2022,Q4,10,Oct,202210,6,2022,FQ3,7,Thursday,False,False,1.06,0.9521771771771772,1.009307807807808
2022-10-07,20221007,2022,Q4,10,Oct,202210,7,2022,FQ3,7,Friday,False,False,1.06,0.9523648648648648,1.0095067567567568
2022-10-08,20221008,2022,Q4,10,Oct,202210,8,2022,FQ3,7,Saturday,True,False,1.2189999999999999,0.9525525525525526,1.1611615615615614
2022-10-09,20221009,2022,Q4,10,Oct,202210,9,2022,FQ3,7,Sunday,True,False,1.2189999999999999,0.9527402402402403,1.1613903528528529
2022-10-10,20221010,2022,Q4,10,Oct,202210,10,2022,FQ3,7,Monday,False,False,1.06,0.9529279279279279,1.0101036036036037
2022-10-11,20221011,2022,Q4,10,Oct,202210,11,2022,FQ3,7,Tuesday,False,False,1.06,0.9531156156156156,1.0103025525525526
2022-10-12,20221012,2022,Q4,10,Oct,202210,12,2022,FQ3,7,Wednesday,False,False,1.06,0.9533033033033033,1.0105015015015015
2022-10-13,20221013,2022,Q4,10,Oct,202210,13,2022,FQ3,7,Thursday,False,False,1.06,0.953490990990991,1.0107004504504504
2022-10-14,20221014,2022,Q4,10,Oct,202210,14,2022,FQ3,7,Friday,False,False,1.06,0.9536786786786787,1.0108993993993995
2022-10-15,20221015,2022,Q4,10,Oct,202210,15,2022,FQ3,7,Saturday,True,False,1.2189999999999999,0.9538663663663663,1.1627631006006005
2022-10-16,20221016,2022,Q4,10,Oct,202210,16,2022,FQ3,7,Sunday,True,False,1.2189999999999999,0.9540540540540541,1.1629918918918918
2022-10-17,20221017,2022,Q4,10,Oct,202210,17,2022,FQ3,7,Monday,False,False,1.06,0.9542417417417417,1.0114962462462462
2022-10-18,20221018,2022,Q4,10,Oct,202210,18,2022,FQ3,7,Tuesday,False,False,1.06,0.9544294294294294,1.0116951951951954
2022-10-19,20221019,2022,Q4,10,Oct,202210,19,2022,FQ3,7,Wednesday,False,False,1.06,0.9546171171171172,1.0118941441441442
2022-10-20,20221020,2022,Q4,10,Oct,202210,20,2022,FQ3,7,Thursday,False,False,1.06,0.9548048048048048,1.0120930930930931
2022-10-21,20221021,2022,Q4,10,Oct,202210,21,2022,FQ3,7,Friday,False,False,1.06,0.9549924924924925,1.012292042042042
2022-10-22,20221022,2022,Q4,10,Oct,202210,22,2022,FQ3,7,Saturday,True,False,1.2189999999999999,0.9551801801801801,1.1643646396396394
2022-10-23,20221023,2022,Q4,10,Oct,202210,23,2022,FQ3,7,Sunday,True,False,1.2189999999999999,0.9553678678678679,1.1645934309309307
2022-10-24,20221024,2022,Q4,10,Oct,202210,24,2022,FQ3,7,Monday,False,False,1.06,0.9555555555555556,1.012888888888889
2022-10-25,20221025,2022,Q4,10,Oct,202210,25,2022,FQ3,7,Tuesday,False,False,1.06,0.9557432432432432,1.0130878378378378
2022-10-26,20221026,2022,Q4,10,Oct,202210,26,2022,FQ3,7,Wednesday,False,False,1.06,0.955930930930931,1.013286786786787
2022-10-27,20221027,2022,Q4,10,Oct,202210,27,2022,FQ3,7,Thursday,False,False,1.06,0.9561186186186186,1.0134857357357356
2022-10-28,20221028,2022,Q4,10,Oct,202210,28,2022,FQ3,7,Friday,False,False,1.06,0.9563063063063063,1.0136846846846848
2022-10-29,20221029,2022,Q4,10,Oct,202210,29,2022,FQ3,7,Saturday,True,False,1.2189999999999999,0.956493993993994,1.1659661786786786
2022-10-30,20221030,2022,Q4,10,Oct,202210,30,2022,FQ3,7,Sunday,True,False,1.2189999999999999,0.9566816816816817,1.1661949699699699
2022-10-31,20221031,2022,Q4,10,Oct,202210,31,2022,FQ3,7,Monday,False,False,1.06,0.9568693693693694,1.0142815315315317
2022-11-01,20221101,2022,Q4,11,Nov,202211,1,2022,FQ3,8,Tuesday,False,False,1.2,0.957057057057057,1.1484684684684683
2022-11-02,20221102,2022,Q4,11,Nov,202211,2,2022,FQ3,8,Wednesday,False,False,1.2,0.9572447447447447,1.1486936936936936
2022-11-03,20221103,2022,Q4,11,Nov,202211,3,2022,FQ3,8,Thursday,False,False,1.2,0.9574324324324325,1.1489189189189188
2022-11-04,20221104,2022,Q4,11,Nov,202211,4,2022,FQ3,8,Friday,False,False,1.2,0.9576201201201201,1.1491441441441441
2022-11-05,20221105,2022,Q4,11,Nov,202211,5,2022,FQ3,8,Saturday,True,False,1.38,0.9578078078078078,1.3217747747747748
2022-11-06,20221106,2022,Q4,11,Nov,202211,6,2022,FQ3,8,Sunday,True,False,1.38,0.9579954954954955,1.3220337837837837
2022-11-07,20221107,2022,Q4,11,Nov,202211,7,2022,FQ3,8,Monday,False,False,1.2,0.9581831831831832,1.1498198198198197
2022-11-08,20221108,2022,Q4,11,Nov,202211,8,2022,FQ3,8,Tuesday,False,False,1.2,0.9583708708708709,1.150045045045045
2022-11-09,20221109,2022,Q4,11,Nov,202211,9,2022,FQ3,8,Wednesday,False,False,1.2,0.9585585585585585,1.1502702702702703
2022-11-10,20221110,2022,Q4,11,Nov,202211,10,2022,FQ3,8,Thursday,False,False,1.2,0.9587462462462463,1.1504954954954956
2022-11-11,20221111,2022,Q4,11,Nov,202211,11,2022,FQ3,8,Friday,False,False,1.2,0.9589339339339339,1.1507207207207206
2022-11-12,20221112,2022,Q4,11,Nov,202211,12,2022,FQ3,8,Saturday,True,False,1.38,0.9591216216216216,1.3235878378378378
2022-11-13,20221113,2022,Q4,11,Nov,202211,13,2022,FQ3,8,Sunday,True,False,1.38,0.9593093093093094,1.3238468468468467
2022-11-14,20221114,2022,Q4,11,Nov,202211,14,2022,FQ3,8,Monday,False,False,1.2,0.959496996996997,1.1513963963963962
2022-11-15,20221115,2022,Q4,11,Nov,202211,15,2022,FQ3,8,Tuesday,False,False,1.2,0.9596846846846847,1.1516216216216215
2022-11-16,20221116,2022,Q4,11,Nov,202211,16,2022,FQ3,8,Wednesday,False,False,1.2,0.9598723723723723,1.1518468468468468
2022-11-17,20221117,2022,Q4,11,Nov,202211,17,2022,FQ3,8,Thursday,False,False,1.2,0.9600600600600601,1.152072072072072
2022-11-18,20221118,2022,Q4,11,Nov,202211,18,2022,FQ3,8,Friday,False,False,1.2,0.9602477477477478,1.1522972972972974
2022-11-19,20221119,2022,Q4,11,Nov,202211,19,2022,FQ3,8,Saturday,True,False,1.38,0.9604354354354354,1.3254009009009007
2022-11-20,20221120,2022,Q4,11,Nov,202211,20,2022,FQ3,8,Sunday,True,False,1.38,0.9606231231231231,1.3256599099099098
2022-11-21,20221121,2022,Q4,11,Nov,202211,21,2022,FQ3,8,Monday,False,False,1.2,0.9608108108108108,1.152972972972973
2022-11-22,20221122,2022,Q4,11,Nov,202211,22,2022,FQ3,8,Tuesday,False,False,1.2,0.9609984984984985,1.1531981981981982
2022-11-23,20221123,2022,Q4,11,Nov,202211,23,2022,FQ3,8,Wednesday,False,False,1.2,0.9611861861861862,1.1534234234234235
2022-11-24,20221124,2022,Q4,11,Nov,202211,24,2022,FQ3,8,Thursday,False,False,1.2,0.9613738738738739,1.1536486486486486
2022-11-25,20221125,2022,Q4,11,Nov,202211,25,2022,FQ3,8,Friday,False,False,1.2,0.9615615615615616,1.1538738738738739
2022-11-26,20221126,2022,Q4,11,Nov,202211,26,2022,FQ3,8,Saturday,True,False,1.38,0.9617492492492492,1.3272139639639637
2022-11-27,20221127,2022,Q4,11,Nov,202211,27,2022,FQ3,8,Sunday,True,False,1.38,0.9619369369369369,1.3274729729729728
2022-11-28,20221128,2022,Q4,11,Nov,202211,28,2022,FQ3,8,Monday,False,False,1.2,0.9621246246246247,1.1545495495495495
2022-11-29,20221129,2022,Q4,11,Nov,202211,29,2022,FQ3,8,Tuesday,False,False,1.2,0.9623123123123123,1.1547747747747747
2022-11-30,20221130,2022,Q4,11,Nov,202211,30,2022,FQ3,8,Wednesday,False,False,1.2,0.9625,1.155
2022-12-01,20221201,2022,Q4,12,Dec,202212,1,2022,FQ3,9,Thursday,False,False,1.35,0.9626876876876876,1.2996283783783784
2022-12-02,20221202,2022,Q4,12,Dec,202212,2,2022,FQ3,9,Friday,False,False,1.35,0.9628753753753754,1.2998817567567569
2022-12-03,20221203,2022,Q4,12,Dec,202212,3,2022,FQ3,9,Saturday,True,False,1.5525,0.963063063063063,1.4951554054054053
2022-12-04,20221204,2022,Q4,12,Dec,202212,4,2022,FQ3,9,Sunday,True,False,1.5525,0.9632507507507507,1.4954467905405404
2022-12-05,20221205,2022,Q4,12,Dec,202212,5,2022,FQ3,9,Monday,False,False,1.35,0.9634384384384385,1.300641891891892
2022-12-06,20221206,2022,Q4,12,Dec,202212,6,2022,FQ3,9,Tuesday,False,False,1.35,0.9636261261261261,1.3008952702702703
2022-12-07,20221207,2022,Q4,12,Dec,202212,7,2022,FQ3,9,Wednesday,False,False,1.35,0.9638138138138138,1.3011486486486488
2022-12-08,20221208,2022,Q4,12,Dec,202212,8,2022,FQ3,9,Thursday,False,False,1.35,0.9640015015015015,1.3014020270270272
2022-12-09,20221209,2022,Q4,12,Dec,202212,9,2022,FQ3,9,Friday,False,False,1.35,0.9641891891891892,1.3016554054054055
2022-12-10,20221210,2022,Q4,12,Dec,202212,10,2022,FQ3,9,Saturday,True,False,1.5525,0.9643768768768769,1.4971951013513514
2022-12-11,20221211,2022,Q4,12,Dec,202212,11,2022,FQ3,9,Sunday,True,False,1.5525,0.9645645645645645,1.4974864864864863
2022-12-12,20221212,2022,Q4,12,Dec,202212,12,2022,FQ3,9,Monday,False,False,1.35,0.9647522522522523,1.3024155405405407
2022-12-13,20221213,2022,Q4,12,Dec,202212,13,2022,FQ3,9,Tuesday,False,False,1.35,0.9649399399399399,1.302668918918919
2022-12-14,20221214,2022,Q4,12,Dec,202212,14,2022,FQ3,9,Wednesday,False,False,1.35,0.9651276276276276,1.3029222972972974
2022-12-15,20221215,2022,Q4,12,Dec,202212,15,2022,FQ3,9,Thursday,False,False,1.35,0.9653153153153153,1.3031756756756758
2022-12-16,20221216,2022,Q4,12,Dec,202212,16,2022,FQ3,9,Friday,False,False,1.35,0.965503003003003,1.303429054054054
2022-12-17,20221217,2022,Q4,12,Dec,202212,17,2022,FQ3,9,Saturday,True,False,1.5525,0.9656906906906907,1.4992347972972973
2022-12-18,20221218,2022,Q4,12,Dec,202212,18,2022,FQ3,9,Sunday,True,False,1.5525,0.9658783783783784,1.4995261824324324
2022-12-19,20221219,2022,Q4,12,Dec,202212,19,2022,FQ3,9,Monday,False,False,1.35,0.966066066066066,1.3041891891891892
2022-12-20,20221220,2022,Q4,12,Dec,202212,20,2022,FQ3,9,Tuesday,False,False,1.35,0.9662537537537538,1.3044425675675677
2022-12-21,20221221,2022,Q4,12,Dec,202212,21,2022,FQ3,9,Wednesday,False,False,1.35,0.9664414414414414,1.304695945945946
2022-12-22,20221222,2022,Q4,12,Dec,202212,22,2022,FQ3,9,Thursday,False,False,1.35,0.9666291291291291,1.3049493243243244
2022-12-23,20221223,2022,Q4,12,Dec,202212,23,2022,FQ3,9,Friday,False,False,1.35,0.9668168168168167,1.3052027027027027
2022-12-24,20221224,2022,Q4,12,Dec,202212,24,2022,FQ3,9,Saturday,True,False,1.5525,0.9670045045045045,1.5012744932432431
2022-12-25,20221225,2022,Q4,12,Dec,202212,25,2022,FQ3,9,Sunday,True,False,1.5525,0.9671921921921922,1.5015658783783783
2022-12-26,20221226,2022,Q4,12,Dec,202212,26,2022,FQ3,9,Monday,False,False,1.35,0.9673798798798798,1.3059628378378378
2022-12-27,20221227,2022,Q4,12,Dec,202212,27,2022,FQ3,9,Tuesday,False,False,1.35,0.9675675675675676,1.3062162162162163
2022-12-28,20221228,2022,Q4,12,Dec,202212,28,2022,FQ3,9,Wednesday,False,False,1.35,0.9677552552552553,1.3064695945945948
2022-12-29,20221229,2022,Q4,12,Dec,202212,29,2022,FQ3,9,Thursday,False,False,1.35,0.9679429429429429,1.306722972972973
2022-12-30,20221230,2022,Q4,12,Dec,202212,30,2022,FQ3,9,Friday,False,False,1.35,0.9681306306306307,1.3069763513513515
2022-12-31,20221231,2022,Q4,12,Dec,202212,31,2022,FQ3,9,Saturday,True,False,1.5525,0.9683183183183183,1.503314189189189
2023-01-01,20230101,2023,Q1,1,Jan,202301,1,2022,FQ4,10,Sunday,True,False,1.035,0.968506006006006,1.002403716216216
2023-01-02,20230102,2023,Q1,1,Jan,202301,2,2022,FQ4,10,Monday,False,False,0.9,0.9686936936936936,0.8718243243243243
2023-01-03,20230103,2023,Q1,1,Jan,202301,3,2022,FQ4,10,Tuesday,False,False,0.9,0.9688813813813814,0.8719932432432432
2023-01-04,20230104,2023,Q1,1,Jan,202301,4,2022,FQ4,10,Wednesday,False,False,0.9,0.9690690690690691,0.8721621621621622
2023-01-05,20230105,2023,Q1,1,Jan,202301,5,2022,FQ4,10,Thursday,False,False,0.9,0.9692567567567567,0.872331081081081
2023-01-06,20230106,2023,Q1,1,Jan,202301,6,2022,FQ4,10,Friday,False,False,0.9,0.9694444444444444,0.8725
2023-01-07,20230107,2023,Q1,1,Jan,202301,7,2022,FQ4,10,Saturday,True,False,1.035,0.9696321321321322,1.0035692567567567
2023-01-08,20230108,2023,Q1,1,Jan,202301,8,2022,FQ4,10,Sunday,True,False,1.035,0.9698198198198198,1.0037635135135135
2023-01-09,20230109,2023,Q1,1,Jan,202301,9,2022,FQ4,10,Monday,False,False,0.9,0.9700075075075075,0.8730067567567568
2023-01-10,20230110,2023,Q1,1,Jan,202301,10,2022,FQ4,10,Tuesday,False,False,0.9,0.9701951951951951,0.8731756756756757
2023-01-11,20230111,2023,Q1,1,Jan,202301,11,2022,FQ4,10,Wednesday,False,False,0.9,0.9703828828828829,0.8733445945945946
2023-01-12,20230112,2023,Q1,1,Jan,202301,12,2022,FQ4,10,Thursday,False,False,0.9,0.9705705705705705,0.8735135135135135
2023-01-13,20230113,2023,Q1,1,Jan,202301,13,2022,FQ4,10,Friday,False,False,0.9,0.9707582582582582,0.8736824324324324
2023-01-14,20230114,2023,Q1,1,Jan,202301,14,2022,FQ4,10,Saturday,True,False,1.035,0.970945945945946,1.004929054054054
2023-01-15,20230115,2023,Q1,1,Jan,202301,15,2022,FQ4,10,Sunday,True,False,1.035,0.9711336336336336,1.0051233108108106
2023-01-16,20230116,2023,Q1,1,Jan,202301,16,2022,FQ4,10,Monday,False,False,0.9,0.9713213213213213,0.8741891891891892
2023-01-17,20230117,2023,Q1,1,Jan,202301,17,2022,FQ4,10,Tuesday,False,False,0.9,0.971509009009009,0.8743581081081082
2023-01-18,20230118,2023,Q1,1,Jan,202301,18,2022,FQ4,10,Wednesday,False,False,0.9,0.9716966966966967,0.874527027027027
2023-01-19,20230119,2023,Q1,1,Jan,202301,19,2022,FQ4,10,Thursday,False,False,0.9,0.9718843843843844,0.874695945945946
2023-01-20,20230120,2023,Q1,1,Jan,202301,20,2022,FQ4,10,Friday,False,False,0.9,0.972072072072072,0.8748648648648648
2023-01-21,20230121,2023,Q1,1,Jan,202301,21,2022,FQ4,10,Saturday,True,False,1.035,0.9722597597597598,1.0062888513513513
2023-01-22,20230122,2023,Q1,1,Jan,202301,22,2022,FQ4,10,Sunday,True,False,1.035,0.9724474474474474,1.006483108108108
2023-01-23,20230123,2023,Q1,1,Jan,202301,23,2022,FQ4,10,Monday,False,False,0.9,0.9726351351351351,0.8753716216216216
2023-01-24,20230124,2023,Q1,1,Jan,202301,24,2022,FQ4,10,Tuesday,False,False,0.9,0.9728228228228228,0.8755405405405405
2023-01-25,20230125,2023,Q1,1,Jan,202301,25,2022,FQ4,10,Wednesday,False,False,0.9,0.9730105105105105,0.8757094594594594
2023-01-26,20230126,2023,Q1,1,Jan,202301,26,2022,FQ4,10,Thursday,False,False,0.9,0.9731981981981982,0.8758783783783783
2023-01-27,20230127,2023,Q1,1,Jan,202301,27,2022,FQ4,10,Friday,False,False,0.9,0.9733858858858859,0.8760472972972974
2023-01-28,20230128,2023,Q1,1,Jan,202301,28,2022,FQ4,10,Saturday,True,False,1.035,0.9735735735735735,1.0076486486486484
2023-01-29,20230129,2023,Q1,1,Jan,202301,29,2022,FQ4,10,Sunday,True,False,1.035,0.9737612612612613,1.0078429054054054
2023-01-30,20230130,2023,Q1,1,Jan,202301,30,2022,FQ4,10,Monday,False,False,0.9,0.9739489489489489,0.8765540540540541
2023-01-31,20230131,2023,Q1,1,Jan,202301,31,2022,FQ4,10,Tuesday,False,False,0.9,0.9741366366366366,0.876722972972973
