SubscriptionID,CustomerID,StartDate,EndDate,Plan,IsTrial,MonthlyPrice
4065,22084,2025-02-07,,Standard,False,30.0
4066,18192,2024-03-17,2024-07-16,Standard,False,30.0
4067,27932,2023-05-20,2023-10-19,Standard,False,30.0
4068,3243,2022-08-17,2023-11-16,Standard,False,30.0
4069,29753,2024-07-07,2025-04-06,Premium,False,60.0
4070,12326,2022-10-25,2023-06-24,Basic,False,15.0
4071,4196,2024-01-03,2024-06-02,Standard,False,30.0
4072,16445,2023-09-19,2025-06-18,Basic,False,15.0
4073,4201,2022-11-01,2023-06-30,Basic,False,15.0
4074,20073,2024-12-01,,Premium,False,60.0
4075,14533,2023-10-21,,Standard,False,30.0
4076,4049,2022-02-14,2022-10-13,Basic,False,15.0
4077,8377,2023-12-12,2024-08-11,Basic,True,15.0
4078,23662,2022-11-09,2023-10-08,Premium,False,60.0
4079,12736,2025-08-18,,Basic,False,15.0
4080,16723,2024-06-23,2024-09-22,Basic,True,15.0
4081,23622,2022-06-05,2023-01-04,Basic,True,15.0
4082,16088,2023-12-14,2025-03-13,Standard,False,30.0
4083,1570,2023-07-28,2024-04-27,Premium,False,60.0
4084,23798,2024-04-13,2024-06-12,Basic,False,15.0
4085,21153,2024-07-08,2025-02-07,Basic,False,15.0
4086,3926,2023-10-15,2024-03-14,Standard,False,30.0
4087,19963,2024-06-12,2024-12-11,Basic,False,15.0
4088,2463,2023-02-28,2024-04-27,Premium,False,60.0
4089,7883,2022-03-06,2022-10-05,Basic,True,15.0
4090,15298,2022-04-05,2024-02-04,Basic,False,15.0
4091,4022,2025-03-01,2025-03-31,Basic,False,15.0
4092,28397,2023-05-17,2025-07-16,Standard,False,30.0
4093,17607,2025-06-22,,Standard,False,30.0
4094,24744,2023-11-08,2024-04-07,Standard,True,30.0
4095,19553,2025-02-15,2025-04-14,Basic,False,15.0
4096,26811,2022-08-01,2023-12-31,Basic,False,15.0
4097,20951,2025-03-08,2025-07-07,Standard,False,30.0
4098,3087,2025-06-16,,Basic,True,15.0
4099,15522,2025-07-04,,Standard,False,30.0
4100,25715,2023-03-19,,Premium,True,60.0
4101,19919,2024-09-19,2025-07-18,Basic,False,15.0
4102,8132,2022-04-15,2024-12-14,Basic,True,15.0
4103,22941,2023-03-03,2024-05-02,Standard,False,30.0
4104,18137,2023-05-01,2025-07-31,Basic,False,15.0
4105,1347,2024-09-06,,Premium,False,60.0
4106,11516,2023-04-19,2023-05-18,Basic,False,15.0
4107,20513,2022-04-21,2023-03-20,Premium,False,60.0
4108,6304,2023-11-02,2024-04-01,Basic,False,15.0
4109,13323,2023-03-18,2024-01-17,Premium,True,60.0
4110,23193,2024-11-22,,Basic,False,15.0
4111,19033,2023-12-24,2024-05-23,Standard,False,30.0
4112,5288,2023-03-30,2023-09-29,Standard,True,30.0
4113,15479,2022-04-03,2022-05-02,Basic,False,15.0
4114,17744,2022-11-23,2024-02-22,Premium,False,60.0
4115,29693,2022-09-18,2024-09-17,Premium,False,60.0
4116,12704,2023-05-27,2023-11-26,Standard,False,30.0
4117,6365,2022-03-06,2023-05-05,Premium,False,60.0
4118,25110,2022-03-14,2022-09-13,Standard,False,30.0
4119,11972,2025-05-19,2025-06-18,Basic,False,15.0
4120,18424,2025-04-20,,Premium,False,60.0
4121,25487,2024-09-07,2025-03-06,Basic,False,15.0
4122,12594,2024-09-22,2025-06-21,Premium,True,60.0
4123,21164,2022-05-09,2022-09-08,Standard,False,30.0
4124,5794,2022-08-17,2023-05-16,Standard,False,30.0
4125,23588,2023-02-16,2024-04-15,Standard,False,30.0
4126,12213,2023-12-09,2024-12-08,Standard,False,30.0
4127,21718,2025-02-22,,Basic,False,15.0
4128,27073,2025-08-07,,Premium,False,60.0
4129,16778,2024-11-30,,Standard,False,30.0
4130,4759,2022-08-23,2024-07-22,Standard,False,30.0
4131,1555,2025-04-28,2025-05-27,Basic,False,15.0
4132,4411,2024-08-16,2025-05-15,Standard,False,30.0
4133,22629,2022-05-25,2024-01-24,Basic,False,15.0
4134,1894,2023-05-15,2024-01-14,Basic,False,15.0
4135,16783,2024-12-24,,Premium,False,60.0
4136,25963,2025-03-26,,Standard,False,30.0
4137,23739,2024-10-27,,Premium,False,60.0
4138,15752,2023-11-18,2025-05-17,Standard,False,30.0
4139,24048,2025-08-21,,Basic,True,15.0
4140,2665,2022-01-05,2022-08-04,Basic,False,15.0
4141,26417,2022-06-19,2024-02-18,Standard,True,30.0
4142,4904,2023-10-24,2024-01-23,Basic,False,15.0
4143,19635,2024-09-06,2025-06-05,Basic,False,15.0
4144,1539,2022-02-17,2023-05-16,Basic,False,15.0
4145,13193,2023-09-09,,Basic,True,15.0
4146,5861,2022-12-31,2024-06-29,Standard,False,30.0
4147,28603,2024-02-28,,Standard,True,30.0
4148,12342,2023-04-08,2025-07-07,Premium,False,60.0
4149,29345,2024-06-30,2024-12-29,Standard,True,30.0
4150,4657,2022-08-15,2023-03-14,Standard,True,30.0
4151,11898,2024-11-09,,Basic,False,15.0
4152,28057,2024-02-06,,Basic,False,15.0
4153,24564,2024-10-31,,Basic,False,15.0
4154,27177,2023-11-26,2024-05-25,Standard,False,30.0
4155,738,2023-07-08,,Basic,False,15.0
4156,23044,2022-12-16,2024-01-15,Standard,True,30.0
4157,1168,2025-04-12,,Standard,False,30.0
4158,13989,2023-09-21,,Premium,False,60.0
4159,23061,2023-11-11,,Basic,False,15.0
4160,6547,2024-01-08,2024-10-07,Basic,False,15.0
4161,24305,2023-12-29,2024-05-28,Basic,False,15.0
4162,280,2024-04-05,2025-04-04,Premium,False,60.0
4163,25562,2022-07-29,2023-06-28,Standard,False,30.0
4164,3875,2025-02-02,,Premium,False,60.0
4165,12798,2023-05-21,2024-05-20,Basic,False,15.0
4166,26008,2022-08-23,2023-05-22,Basic,False,15.0
4167,18822,2022-09-20,2024-08-19,Standard,False,30.0
4168,14226,2023-06-13,2023-08-12,Basic,False,15.0
4169,9344,2023-01-11,,Premium,True,60.0
4170,22982,2025-02-04,2025-05-03,Basic,False,15.0
4171,23191,2025-04-04,,Standard,False,30.0
4172,16930,2024-09-10,,Basic,False,15.0
4173,20787,2025-01-01,2025-06-30,Basic,False,15.0
4174,21150,2022-01-24,2023-01-23,Standard,True,30.0
4175,7359,2022-05-20,2023-05-19,Standard,False,30.0
4176,1111,2024-12-30,2025-05-29,Standard,False,30.0
4177,13836,2023-11-05,2024-04-04,Basic,False,15.0
4178,27229,2025-06-18,,Premium,False,60.0
4179,3176,2025-02-25,2025-03-24,Basic,True,15.0
4180,19198,2023-05-12,2024-05-11,Basic,False,15.0
4181,680,2023-04-18,2023-11-17,Basic,False,15.0
4182,24590,2025-04-08,2025-05-07,Basic,True,15.0
4183,19591,2023-09-18,2024-04-17,Basic,False,15.0
4184,11797,2023-10-08,2024-03-07,Basic,False,15.0
4185,8576,2024-01-20,2024-11-19,Basic,False,15.0
4186,15845,2024-11-17,2025-08-16,Premium,False,60.0
4187,12173,2023-06-15,2024-02-14,Standard,True,30.0
4188,7413,2023-08-26,2024-05-25,Basic,True,15.0
4189,26549,2023-10-08,2024-12-07,Basic,True,15.0
4190,11804,2025-02-09,,Premium,True,60.0
4191,19421,2023-08-25,2024-12-24,Standard,False,30.0
4192,18334,2025-02-01,,Standard,False,30.0
4193,1940,2024-02-18,2025-03-17,Premium,False,60.0
4194,20641,2024-04-23,2025-03-22,Standard,False,30.0
4195,23411,2024-06-11,2024-08-10,Basic,True,15.0
4196,9540,2023-07-12,2023-11-11,Basic,False,15.0
4197,8856,2024-05-02,2025-08-01,Basic,False,15.0
4198,8121,2022-09-30,2023-03-29,Basic,False,15.0
4199,20589,2023-04-12,2023-09-11,Basic,False,15.0
4200,11751,2025-02-28,2025-03-27,Basic,False,15.0
4201,10273,2023-06-17,2023-11-16,Standard,False,30.0
4202,22451,2023-07-19,2024-06-18,Standard,False,30.0
4203,6442,2025-04-30,,Standard,True,30.0
4204,26044,2023-05-16,,Basic,False,15.0
4205,26698,2024-06-24,2024-08-23,Basic,False,15.0
4206,10506,2025-06-23,,Premium,False,60.0
4207,8190,2025-08-24,,Basic,False,15.0
4208,4094,2024-01-23,2024-09-22,Standard,True,30.0
4209,11888,2024-05-06,2024-12-05,Standard,False,30.0
4210,13766,2023-09-18,2023-10-17,Basic,False,15.0
4211,21240,2024-10-29,,Basic,False,15.0
4212,17848,2024-09-20,,Basic,True,15.0
4213,11141,2023-07-08,,Basic,False,15.0
4214,7575,2022-04-05,2022-10-04,Basic,False,15.0
4215,5784,2024-05-27,2025-06-26,Standard,True,30.0
4216,14736,2022-03-01,2022-08-31,Standard,False,30.0
4217,17180,2024-06-11,2025-08-10,Basic,False,15.0
4218,18681,2025-01-05,,Premium,False,60.0
4219,11250,2024-03-22,,Premium,False,60.0
4220,28196,2023-05-05,2024-11-04,Basic,False,15.0
4221,24480,2023-12-12,2024-04-11,Standard,True,30.0
4222,7260,2023-06-10,2024-04-09,Basic,True,15.0
4223,1488,2022-06-26,2024-03-25,Standard,False,30.0
4224,8667,2023-04-13,2023-12-12,Basic,False,15.0
4225,28428,2023-11-25,2025-02-24,Standard,False,30.0
4226,27332,2023-05-18,2023-11-17,Standard,False,30.0
4227,17058,2022-02-10,2022-12-09,Basic,False,15.0
4228,2470,2022-05-30,2023-05-29,Standard,True,30.0
4229,29917,2022-07-13,2022-11-12,Basic,True,15.0
4230,17008,2023-08-22,,Basic,False,15.0
4231,14816,2022-03-03,2022-12-02,Standard,False,30.0
4232,8730,2023-11-15,2025-05-14,Premium,False,60.0
4233,10862,2022-04-14,2022-05-13,Basic,False,15.0
4234,3893,2025-05-15,,Standard,False,30.0
4235,6233,2025-08-18,,Standard,True,30.0
4236,27289,2023-07-08,2025-01-07,Premium,False,60.0
4237,17760,2024-12-03,2025-08-02,Premium,False,60.0
4238,13169,2025-04-24,,Standard,True,30.0
4239,7382,2025-02-19,,Premium,False,60.0
4240,18269,2024-02-24,2025-05-23,Basic,False,15.0
4241,16548,2023-10-14,2024-03-13,Basic,False,15.0
4242,26607,2023-04-23,2023-08-22,Standard,False,30.0
4243,27070,2022-05-22,2022-09-21,Standard,True,30.0
4244,15149,2025-07-23,,Basic,False,15.0
4245,13220,2022-04-12,2022-06-11,Basic,False,15.0
4246,1793,2022-10-13,,Basic,False,15.0
4247,10237,2023-12-17,,Premium,False,60.0
4248,21658,2022-05-17,2024-05-16,Standard,False,30.0
4249,1887,2024-09-01,2025-04-30,Standard,False,30.0
4250,20497,2022-01-22,2022-02-21,Basic,False,15.0
4251,5531,2025-02-26,,Standard,False,30.0
4252,26,2025-05-25,,Basic,False,15.0
4253,16322,2024-07-31,2024-09-29,Basic,False,15.0
4254,26141,2024-06-07,2024-11-06,Standard,False,30.0
4255,25243,2024-04-11,2024-10-10,Standard,False,30.0
4256,18779,2022-05-01,2022-08-31,Standard,False,30.0
4257,2159,2023-05-13,2024-01-12,Standard,False,30.0
4258,14355,2024-06-03,2024-11-02,Basic,False,15.0
4259,19285,2022-11-14,2023-05-13,Basic,False,15.0
4260,22046,2022-01-08,2022-05-07,Standard,False,30.0
4261,6974,2024-01-14,2024-04-13,Basic,True,15.0
4262,3304,2023-06-03,2024-07-02,Premium,False,60.0
4263,4366,2022-12-10,2024-08-09,Standard,True,30.0
4264,17817,2024-12-28,2025-04-27,Standard,False,30.0
4265,9388,2024-08-29,2024-09-28,Basic,False,15.0
4266,11926,2024-06-23,2024-10-22,Standard,True,30.0
4267,16286,2025-07-21,,Basic,True,15.0
4268,26284,2024-07-02,2025-03-01,Premium,True,60.0
4269,28792,2024-10-04,2025-03-03,Basic,False,15.0
4270,20258,2023-01-11,2023-09-10,Standard,True,30.0
4271,29763,2024-11-13,2025-01-12,Basic,False,15.0
4272,5128,2024-02-07,,Standard,False,30.0
4273,11188,2024-03-07,2025-04-06,Standard,False,30.0
4274,16167,2022-08-05,2024-01-04,Standard,False,30.0
4275,12700,2024-10-10,,Basic,True,15.0
4276,21483,2024-07-16,2025-01-15,Basic,True,15.0
4277,24840,2022-08-20,2025-04-19,Standard,True,30.0
4278,4891,2022-10-02,2023-05-01,Standard,False,30.0
4279,28818,2025-03-15,,Basic,True,15.0
4280,29849,2024-05-17,2025-03-16,Basic,False,15.0
4281,7095,2022-08-23,2023-02-22,Basic,False,15.0
4282,7078,2022-11-20,2024-01-19,Standard,False,30.0
4283,29043,2023-11-03,2025-04-02,Basic,False,15.0
4284,9660,2025-05-02,,Standard,False,30.0
4285,4548,2023-12-14,2025-01-13,Standard,False,30.0
4286,16825,2022-10-04,2023-12-03,Standard,False,30.0
4287,19173,2025-02-22,,Standard,False,30.0
4288,26174,2023-08-25,2024-03-24,Basic,False,15.0
4289,5016,2024-08-19,,Standard,False,30.0
4290,13223,2022-07-29,2023-09-28,Premium,False,60.0
4291,4162,2024-11-15,,Standard,False,30.0
4292,21329,2025-05-23,,Basic,False,15.0
4293,6184,2025-01-18,2025-04-17,Basic,False,15.0
4294,18748,2022-02-24,2022-11-23,Premium,False,60.0
4295,5667,2024-04-06,2024-11-05,Standard,False,30.0
4296,14168,2024-03-24,2024-09-23,Standard,False,30.0
4297,14296,2025-01-08,,Premium,True,60.0
4298,1763,2025-08-19,,Standard,False,30.0
4299,13023,2025-06-08,,Premium,True,60.0
4300,26696,2022-06-14,2022-08-13,Basic,False,15.0
4301,12663,2024-11-10,2025-07-09,Basic,False,15.0
4302,12622,2025-06-04,,Basic,False,15.0
4303,8751,2023-08-12,2024-04-11,Basic,False,15.0
4304,23429,2025-06-06,2025-07-05,Basic,False,15.0
4305,23749,2025-05-06,,Standard,False,30.0
4306,4739,2024-06-14,2025-01-13,Standard,False,30.0
4307,2834,2025-05-10,,Standard,False,30.0
4308,17271,2024-10-16,2025-07-15,Standard,False,30.0
4309,3808,2024-05-27,2025-05-26,Basic,False,15.0
4310,4466,2023-04-06,2024-06-05,Premium,False,60.0
4311,29447,2024-02-25,2024-05-24,Basic,False,15.0
4312,5143,2024-08-02,2024-10-01,Basic,False,15.0
4313,5799,2023-12-31,2024-05-30,Basic,True,15.0
4314,13961,2023-12-10,2024-04-09,Standard,False,30.0
4315,13301,2025-04-24,,Basic,True,15.0
4316,12048,2025-08-08,,Standard,False,30.0
4317,25718,2024-09-16,,Basic,False,15.0
4318,27889,2023-05-19,2024-12-18,Premium,True,60.0
4319,20494,2025-04-26,,Standard,False,30.0
4320,21659,2025-01-17,,Premium,False,60.0
4321,504,2024-10-18,,Standard,False,30.0
4322,1175,2023-07-20,2023-12-19,Standard,True,30.0
4323,29360,2024-04-26,,Premium,False,60.0
4324,1808,2023-07-17,2024-03-16,Basic,False,15.0
4325,26794,2022-09-23,2023-07-22,Standard,False,30.0
4326,11658,2024-11-28,2025-02-27,Basic,False,15.0
4327,14888,2024-08-25,,Premium,True,60.0
4328,2772,2023-03-21,2024-01-20,Standard,False,30.0
4329,5089,2023-12-20,2025-07-19,Basic,False,15.0
4330,199,2024-04-18,2024-05-17,Basic,True,15.0
4331,18640,2024-12-26,2025-07-25,Premium,False,60.0
4332,18903,2022-02-19,2022-04-18,Basic,False,15.0
4333,19155,2025-03-26,2025-07-25,Basic,False,15.0
4334,19568,2023-07-09,2025-02-08,Standard,False,30.0
4335,22834,2024-01-01,2025-02-28,Premium,True,60.0
4336,7450,2023-10-30,2024-07-29,Basic,False,15.0
4337,18531,2024-12-10,,Standard,False,30.0
4338,14490,2024-07-11,2025-04-10,Basic,True,15.0
4339,25462,2024-10-24,2024-11-23,Basic,False,15.0
4340,4409,2025-07-23,,Standard,False,30.0
4341,20010,2024-11-30,,Standard,False,30.0
4342,21419,2024-10-10,,Standard,False,30.0
4343,12768,2022-07-31,2023-09-29,Standard,False,30.0
4344,1993,2023-06-01,2024-04-30,Standard,False,30.0
4345,10983,2024-04-15,2025-03-14,Standard,False,30.0
4346,24249,2023-03-12,2023-07-11,Basic,True,15.0
4347,16752,2024-07-01,2025-04-30,Standard,False,30.0
4348,9686,2023-01-19,2023-08-18,Premium,True,60.0
4349,13348,2023-04-13,,Premium,False,60.0
4350,15120,2022-02-28,2022-03-27,Basic,True,15.0
4351,12941,2022-12-09,2023-02-08,Basic,False,15.0
4352,26597,2023-12-21,2024-07-20,Basic,True,15.0
4353,25028,2024-06-06,2025-06-05,Premium,False,60.0
4354,311,2023-09-28,2025-05-27,Basic,False,15.0
4355,21381,2023-05-15,2023-09-14,Basic,True,15.0
4356,28177,2024-03-06,2025-07-05,Standard,False,30.0
4357,24016,2022-04-16,2023-01-15,Standard,False,30.0
4358,22299,2023-02-05,2023-07-04,Basic,True,15.0
4359,5833,2023-07-16,2024-01-15,Standard,False,30.0
4360,11929,2023-11-16,2025-03-15,Basic,True,15.0
4361,14049,2024-12-28,,Premium,False,60.0
4362,24761,2024-11-02,2025-06-01,Premium,False,60.0
4363,6600,2023-11-07,,Premium,True,60.0
4364,22896,2023-12-01,2024-05-31,Standard,False,30.0
4365,1707,2024-08-29,2024-10-28,Basic,False,15.0
4366,580,2023-12-11,2024-06-10,Standard,True,30.0
4367,11656,2022-07-26,2024-10-25,Basic,False,15.0
4368,6943,2023-10-25,2024-09-24,Basic,False,15.0
4369,4964,2024-04-26,2025-04-25,Basic,True,15.0
4370,6677,2024-04-04,2024-12-03,Premium,False,60.0
4371,9472,2022-07-19,2023-11-18,Premium,False,60.0
4372,690,2025-07-23,,Basic,False,15.0
4373,26153,2023-06-21,2024-11-20,Premium,False,60.0
4374,25614,2025-08-12,,Basic,False,15.0
4375,15613,2025-01-11,,Standard,False,30.0
4376,9321,2022-12-19,2024-03-18,Standard,False,30.0
4377,2063,2025-05-23,,Standard,False,30.0
4378,17846,2022-12-09,2023-11-08,Premium,False,60.0
4379,3171,2022-08-02,2023-11-01,Standard,False,30.0
4380,16824,2023-09-02,2025-06-01,Standard,False,30.0
4381,22642,2022-08-07,2023-06-06,Basic,False,15.0
4382,11816,2022-03-23,2023-09-22,Basic,False,15.0
4383,29563,2023-04-24,2024-03-23,Basic,True,15.0
4384,14124,2023-03-13,,Premium,False,60.0
4385,4445,2025-05-29,,Standard,False,30.0
4386,1630,2023-09-02,2024-05-01,Standard,False,30.0
4387,2945,2025-08-15,,Standard,False,30.0
4388,14574,2022-07-13,2022-12-12,Basic,False,15.0
4389,13111,2024-01-15,2024-04-14,Basic,False,15.0
4390,9385,2024-09-21,2025-03-20,Standard,True,30.0
4391,18479,2023-04-01,2024-01-31,Premium,False,60.0
4392,14930,2022-08-13,2022-12-12,Basic,True,15.0
4393,5349,2024-05-12,2025-05-11,Standard,False,30.0
4394,24060,2024-03-29,2025-04-28,Standard,False,30.0
4395,24413,2023-05-09,2023-08-08,Basic,False,15.0
4396,26098,2023-01-13,2023-03-12,Basic,False,15.0
4397,21560,2025-02-27,,Standard,False,30.0
4398,27652,2025-07-02,,Basic,False,15.0
4399,5831,2024-08-25,,Standard,False,30.0
4400,2922,2023-12-10,2025-07-09,Standard,False,30.0
4401,8670,2022-05-29,2024-05-28,Standard,False,30.0
4402,3766,2022-06-18,2022-08-17,Basic,False,15.0
4403,11575,2023-10-24,2024-03-23,Basic,False,15.0
4404,5492,2025-05-01,,Standard,True,30.0
4405,27149,2024-11-22,2025-04-21,Standard,False,30.0
4406,22624,2024-08-17,,Standard,False,30.0
4407,12953,2023-01-13,2025-03-12,Premium,False,60.0
4408,10528,2022-08-02,2023-03-01,Standard,False,30.0
4409,6964,2025-04-25,,Basic,False,15.0
4410,15317,2022-10-13,2024-04-12,Basic,False,15.0
4411,7823,2022-12-11,2023-05-10,Standard,False,30.0
4412,26523,2024-11-15,,Standard,False,30.0
4413,27148,2024-11-30,2025-02-27,Basic,False,15.0
4414,16030,2024-08-09,2025-05-08,Standard,False,30.0
4415,2269,2022-08-12,2023-06-11,Standard,False,30.0
4416,26376,2022-10-13,2023-12-12,Standard,False,30.0
4417,7805,2025-02-05,,Standard,False,30.0
4418,18825,2023-04-18,2023-09-17,Basic,True,15.0
4419,3081,2024-02-20,2025-04-19,Premium,False,60.0
4420,1008,2024-12-28,2025-01-27,Basic,True,15.0
4421,21896,2023-02-17,2023-10-16,Basic,False,15.0
4422,1725,2022-09-26,,Basic,True,15.0
4423,19871,2023-06-04,2024-05-03,Standard,False,30.0
4424,29929,2024-01-02,,Basic,True,15.0
4425,27583,2023-09-26,2025-05-25,Basic,False,15.0
4426,672,2023-02-11,2025-08-10,Basic,False,15.0
4427,7404,2023-08-02,2023-09-01,Basic,False,15.0
4428,14833,2024-10-28,,Basic,False,15.0
4429,10256,2024-02-24,,Basic,False,15.0
4430,28998,2023-04-05,2024-07-04,Basic,False,15.0
4431,29416,2023-12-16,2024-06-15,Basic,False,15.0
4432,5209,2024-11-15,2025-08-14,Premium,False,60.0
4433,7846,2023-03-08,2023-08-07,Basic,False,15.0
4434,10915,2022-10-11,2023-06-10,Premium,False,60.0
4435,1234,2024-02-14,2024-05-13,Basic,False,15.0
4436,15887,2023-11-16,2025-02-15,Standard,False,30.0
4437,11464,2024-04-08,2024-09-07,Standard,False,30.0
4438,1110,2022-06-26,2023-11-25,Basic,False,15.0
4439,8745,2022-11-24,2023-05-23,Standard,False,30.0
4440,23188,2022-04-15,2022-09-14,Basic,False,15.0
4441,8505,2025-02-07,2025-06-06,Basic,False,15.0
4442,8734,2023-07-30,2023-11-29,Basic,False,15.0
4443,7037,2025-04-22,,Standard,False,30.0
4444,7017,2025-06-24,,Standard,False,30.0
4445,19131,2022-04-09,2023-03-08,Premium,True,60.0
4446,26207,2023-09-23,2024-02-22,Basic,False,15.0
4447,4056,2023-09-22,2024-11-21,Standard,True,30.0
4448,4523,2024-06-24,2025-06-23,Basic,False,15.0
4449,26620,2022-04-28,2022-11-27,Premium,True,60.0
4450,12325,2025-06-12,,Standard,True,30.0
4451,5318,2024-12-07,,Premium,False,60.0
4452,22974,2022-02-10,2022-11-09,Basic,False,15.0
4453,8486,2022-10-15,2023-04-14,Standard,False,30.0
4454,13872,2025-01-20,2025-05-19,Standard,True,30.0
4455,3227,2022-11-30,,Standard,False,30.0
4456,22252,2023-06-22,2024-02-21,Premium,False,60.0
4457,23655,2024-06-28,,Basic,False,15.0
4458,22789,2022-04-26,2022-12-25,Standard,False,30.0
4459,19500,2024-07-26,,Basic,False,15.0
4460,22225,2023-01-31,2023-11-29,Basic,False,15.0
4461,21554,2022-09-20,2023-01-19,Standard,False,30.0
4462,19116,2022-06-09,2024-09-08,Standard,True,30.0
4463,1778,2022-08-28,2024-01-27,Standard,True,30.0
4464,4449,2024-02-16,2024-11-15,Standard,False,30.0
4465,11803,2025-06-15,,Premium,False,60.0
4466,15619,2024-08-03,2025-03-02,Standard,False,30.0
4467,20295,2023-10-10,2024-03-09,Standard,False,30.0
4468,3755,2025-07-21,,Standard,False,30.0
4469,25661,2022-12-19,2023-11-18,Standard,False,30.0
4470,8579,2025-01-22,2025-06-21,Standard,True,30.0
4471,16225,2022-09-05,2023-05-04,Standard,False,30.0
4472,3270,2022-12-01,2023-03-31,Basic,False,15.0
4473,2360,2023-11-20,2024-07-19,Standard,False,30.0
4474,18348,2022-06-14,2022-11-13,Standard,False,30.0
4475,7048,2023-03-04,2024-06-03,Basic,False,15.0
4476,10280,2024-07-21,2025-08-20,Basic,False,15.0
4477,9562,2023-10-27,2025-03-26,Basic,False,15.0
4478,22283,2024-03-04,2025-01-03,Standard,True,30.0
4479,8553,2022-03-29,2023-06-28,Standard,True,30.0
4480,818,2022-12-30,2023-02-27,Basic,False,15.0
4481,9119,2024-11-17,2025-08-16,Basic,False,15.0
4482,25495,2024-03-18,,Basic,False,15.0
4483,14283,2022-01-02,2022-05-01,Basic,False,15.0
4484,6126,2024-04-25,2025-02-24,Basic,False,15.0
4485,15818,2022-07-27,2023-01-26,Standard,False,30.0
4486,2175,2022-07-25,2022-11-24,Basic,True,15.0
4487,2348,2025-06-05,,Premium,False,60.0
4488,25156,2025-07-20,,Standard,False,30.0
4489,11353,2024-01-09,2025-06-08,Standard,False,30.0
4490,3778,2024-04-11,,Basic,False,15.0
4491,10079,2023-08-12,2024-11-11,Premium,False,60.0
4492,1489,2025-04-10,2025-08-09,Standard,False,30.0
4493,13813,2024-01-02,2025-03-01,Basic,True,15.0
4494,28620,2025-06-03,,Basic,False,15.0
4495,7430,2022-11-28,2024-04-27,Standard,True,30.0
4496,21839,2022-06-03,2022-11-02,Standard,False,30.0
4497,5256,2025-08-11,,Standard,False,30.0
4498,7821,2023-12-02,2024-11-01,Premium,False,60.0
4499,1332,2024-05-12,2024-09-11,Standard,False,30.0
4500,11488,2023-05-19,2024-04-18,Standard,False,30.0
4501,7981,2022-07-27,2023-07-26,Standard,True,30.0
4502,22775,2025-02-13,,Basic,False,15.0
4503,734,2022-08-12,2024-12-11,Standard,False,30.0
4504,13194,2023-12-11,2025-06-10,Premium,False,60.0
4505,15421,2025-01-29,,Premium,False,60.0
4506,2662,2024-07-08,2024-08-07,Basic,False,15.0
4507,12930,2024-07-26,2025-07-25,Basic,False,15.0
4508,3968,2022-12-08,2023-05-07,Basic,False,15.0
4509,18572,2024-01-06,2024-08-05,Standard,True,30.0
4510,20445,2022-03-13,2022-07-12,Basic,True,15.0
4511,20855,2022-04-12,2022-08-11,Standard,False,30.0
4512,16308,2024-09-25,2025-03-24,Standard,False,30.0
4513,12812,2024-12-07,,Premium,False,60.0
4514,3483,2022-08-04,2023-04-03,Standard,False,30.0
4515,10067,2025-07-01,,Standard,False,30.0
4516,16441,2022-07-23,2022-11-22,Basic,False,15.0
4517,2773,2023-08-29,,Standard,False,30.0
4518,12502,2022-10-27,2024-11-26,Standard,False,30.0
4519,10837,2022-06-08,2023-08-07,Basic,True,15.0
4520,25305,2025-07-18,,Standard,False,30.0
4521,21573,2023-09-24,,Basic,False,15.0
4522,17783,2023-05-01,2025-04-30,Standard,False,30.0
4523,5216,2023-04-28,2023-06-27,Basic,True,15.0
4524,16372,2022-11-11,2023-11-10,Premium,False,60.0
4525,25740,2025-07-21,,Basic,False,15.0
4526,11420,2023-11-27,2024-03-26,Standard,True,30.0
4527,9468,2024-01-13,2024-05-12,Basic,False,15.0
4528,3137,2024-09-08,2025-07-07,Premium,False,60.0
4529,20250,2023-08-13,2024-10-12,Premium,False,60.0
4530,6087,2023-02-15,2023-03-14,Basic,False,15.0
4531,17775,2023-03-08,2023-09-07,Basic,False,15.0
4532,7737,2023-05-26,2023-12-25,Standard,False,30.0
4533,3100,2024-03-22,2025-05-21,Premium,False,60.0
4534,9076,2025-01-29,,Standard,False,30.0
4535,29284,2022-12-21,2023-08-20,Premium,False,60.0
4536,5933,2024-04-01,,Premium,False,60.0
4537,23454,2024-10-30,2025-03-29,Standard,True,30.0
4538,9753,2025-08-19,,Basic,False,15.0
4539,25000,2025-05-10,,Premium,False,60.0
4540,8597,2024-06-22,,Standard,False,30.0
4541,27596,2025-06-26,,Standard,True,30.0
4542,15037,2025-06-17,,Standard,False,30.0
4543,13417,2022-03-18,2022-12-17,Premium,False,60.0
4544,11093,2024-06-27,2024-07-26,Basic,False,15.0
4545,23340,2024-06-28,2025-02-27,Standard,False,30.0
4546,15313,2024-07-28,2025-04-27,Standard,False,30.0
4547,6909,2025-06-16,,Basic,True,15.0
4548,13841,2023-02-27,2023-11-26,Premium,False,60.0
4549,18805,2022-12-14,2025-03-13,Standard,False,30.0
4550,16615,2023-11-16,,Standard,False,30.0
4551,5437,2023-03-24,2023-07-23,Basic,False,15.0
4552,16061,2023-04-16,2023-07-15,Basic,True,15.0
4553,4426,2022-12-27,2024-05-26,Standard,False,30.0
4554,7415,2024-07-22,2025-08-21,Premium,True,60.0
4555,7831,2024-10-09,2025-08-08,Standard,False,30.0
4556,616,2022-06-09,2023-12-08,Standard,True,30.0
