DateKey,ChannelID,Campaign,Sessions,Conversions,Spend
20221005,2,RETAIL,86,13,0.0
20221005,3,MKP_01,84,3,39.44
20221005,3,MKP_02,54,2,66.88
20221005,3,MKP_03,139,4,111.85
20221005,3,MKP_04,114,3,38.05
20221005,3,MKP_05,20,1,29.56
20221005,4,SEA_01,78,2,122.38
20221005,4,SEA_02,25,1,31.3
20221005,4,SEA_03,83,2,77.44
20221005,4,SEA_04,122,3,162.75
20221005,4,SEA_05,4,0,4.18
20221005,4,SEA_06,156,4,147.9
20221005,4,SEA_07,7,0,3.25
20221005,4,SEA_08,274,7,406.4
20221005,4,SEA_09,7,0,2.63
20221005,4,SEA_10,25,0,19.19
20221005,4,SEA_11,1,0,0.82
20221005,4,SEA_12,79,2,58.4
20221005,4,SEA_13,12,0,7.05
20221005,4,SEA_14,3,0,1.61
20221005,5,SOC_01,125,1,142.51
20221005,5,SOC_02,156,3,56.39
20221005,5,SOC_03,64,1,45.31
20221005,5,SOC_04,15,0,10.37
20221005,5,SOC_05,14,0,4.95
20221005,5,SOC_06,41,1,39.24
20221005,5,SOC_07,77,1,59.8
20221005,5,SOC_08,62,1,77.08
20221005,5,SOC_09,21,0,33.27
20221005,5,SOC_10,3,0,4.41
20221005,5,SOC_11,1,0,0.23
20221005,6,EM_01,17,1,0.0
20221005,6,EM_02,51,2,0.0
20221005,6,EM_03,94,5,0.0
20221005,6,EM_04,78,4,0.0
20221005,6,EM_05,20,1,0.0
20221005,6,EM_06,23,1,0.0
20221005,6,EM_07,9,0,0.0
20221005,7,AFF_01,18,0,15.34
20221005,7,AFF_02,40,1,55.48
20221005,7,AFF_03,72,1,102.72
20221005,7,AFF_04,2,0,1.08
20221005,7,AFF_05,13,0,13.92
20221005,7,AFF_06,57,1,57.0
20221005,7,AFF_07,20,0,10.55
20221005,7,AFF_08,7,0,5.43
20221005,7,AFF_09,13,0,9.86
20221006,1,ONLINE STORE,1453,58,0.0
20221006,2,RETAIL,115,17,0.0
20221006,3,MKP_01,52,2,70.23
20221006,3,MKP_02,22,1,17.72
20221006,3,MKP_03,281,8,319.05
20221006,3,MKP_04,25,1,35.46
20221006,3,MKP_05,61,2,81.95
20221006,4,SEA_01,52,1,81.28
20221006,4,SEA_02,32,1,25.04
20221006,4,SEA_03,68,2,87.29
20221006,4,SEA_04,130,3,79.82
20221006,4,SEA_05,36,1,11.12
20221006,4,SEA_06,22,0,26.75
20221006,4,SEA_07,1,0,0.94
20221006,4,SEA_08,101,2,36.35
20221006,4,SEA_09,29,1,39.95
20221006,4,SEA_10,53,1,79.49
20221006,4,SEA_11,17,0,20.56
20221006,4,SEA_12,14,0,9.91
20221006,4,SEA_13,243,6,288.44
20221006,4,SEA_14,3,0,0.82
20221006,5,SOC_01,126,2,94.43
20221006,5,SOC_02,35,1,55.98
20221006,5,SOC_03,43,1,27.87
20221006,5,SOC_04,115,2,167.07
20221006,5,SOC_05,9,0,6.48
20221006,5,SOC_06,37,1,45.82
20221006,5,SOC_07,161,2,121.09
20221006,5,SOC_08,74,1,87.21
20221006,5,SOC_09,96,1,68.07
20221006,5,SOC_10,104,2,35.34
20221006,5,SOC_11,18,0,19.09
20221006,6,EM_01,16,1,0.0
20221006,6,EM_02,2,0,0.0
20221006,6,EM_03,83,5,0.0
20221006,6,EM_04,78,3,0.0
20221006,6,EM_05,10,0,0.0
20221006,6,EM_06,17,1,0.0
20221006,6,EM_07,45,2,0.0
20221006,7,AFF_01,31,0,26.64
20221006,7,AFF_02,2,0,2.15
20221006,7,AFF_03,44,1,9.11
20221006,7,AFF_04,13,0,17.21
20221006,7,AFF_05,19,0,4.65
20221006,7,AFF_06,8,0,9.29
20221006,7,AFF_07,14,0,14.71
20221006,7,AFF_08,71,1,27.25
20221006,7,AFF_09,4,0,1.9
20221007,1,ONLINE STORE,1203,53,0.0
20221007,2,RETAIL,104,15,0.0
20221007,3,MKP_01,36,1,30.35
20221007,3,MKP_02,33,1,41.77
20221007,3,MKP_03,177,4,123.23
20221007,3,MKP_04,1,0,1.04
20221007,3,MKP_05,127,3,74.82
20221007,4,SEA_01,28,1,42.64
20221007,4,SEA_02,68,1,60.47
20221007,4,SEA_03,178,3,97.57
20221007,4,SEA_04,52,1,72.32
20221007,4,SEA_05,155,4,103.87
20221007,4,SEA_07,167,4,255.62
20221007,4,SEA_08,133,3,197.64
20221007,4,SEA_09,137,3,133.99
20221007,4,SEA_10,72,1,22.82
20221007,4,SEA_11,69,1,39.11
20221007,4,SEA_12,10,0,10.51
20221007,4,SEA_13,4,0,1.15
20221007,4,SEA_14,51,1,57.43
20221007,5,SOC_01,21,0,17.37
20221007,5,SOC_02,93,1,43.18
20221007,5,SOC_03,38,0,55.45
20221007,5,SOC_04,140,2,58.22
20221007,5,SOC_05,106,2,72.32
20221007,5,SOC_06,21,0,8.1
20221007,5,SOC_07,17,0,8.29
20221007,5,SOC_08,108,2,66.73
20221007,5,SOC_09,35,0,9.91
20221007,5,SOC_10,49,1,14.9
20221007,5,SOC_11,130,2,132.38
20221007,6,EM_01,36,2,0.0
20221007,6,EM_02,5,0,0.0
20221007,6,EM_03,15,1,0.0
20221007,6,EM_04,21,1,0.0
20221007,6,EM_05,36,2,0.0
20221007,6,EM_06,43,2,0.0
20221007,6,EM_07,98,5,0.0
20221007,7,AFF_01,35,0,14.27
20221007,7,AFF_02,16,0,7.52
20221007,7,AFF_03,29,0,41.99
20221007,7,AFF_04,67,1,53.79
20221007,7,AFF_05,15,0,7.2
20221007,7,AFF_06,3,0,3.48
20221007,7,AFF_07,27,0,21.09
20221007,7,AFF_08,3,0,2.45
20221007,7,AFF_09,24,0,15.67
20221008,1,ONLINE STORE,1398,60,0.0
20221008,2,RETAIL,110,14,0.0
20221008,3,MKP_01,169,4,200.44
20221008,3,MKP_02,28,1,22.8
20221008,3,MKP_03,4,0,3.25
20221008,3,MKP_04,129,3,142.68
20221008,3,MKP_05,173,5,86.78
20221008,4,SEA_01,181,3,257.84
20221008,4,SEA_02,17,0,8.75
20221008,4,SEA_03,225,5,95.97
20221008,4,SEA_04,271,6,345.79
20221008,4,SEA_05,150,4,227.45
20221008,4,SEA_06,8,0,10.22
20221008,4,SEA_07,19,0,22.88
20221008,4,SEA_08,3,0,3.97
20221008,4,SEA_09,31,1,16.09
20221008,4,SEA_10,26,1,11.04
20221008,4,SEA_11,50,1,18.21
20221008,4,SEA_12,19,0,21.21
20221008,4,SEA_13,1,0,0.66
20221008,4,SEA_14,10,0,9.26
20221008,5,SOC_01,98,1,32.85
20221008,5,SOC_02,105,2,129.83
20221008,5,SOC_03,49,1,57.24
20221008,5,SOC_04,283,4,339.14
20221008,5,SOC_05,18,0,6.36
20221008,5,SOC_06,9,0,5.47
20221008,5,SOC_07,43,1,65.66
20221008,5,SOC_08,3,0,3.78
20221008,5,SOC_09,68,1,64.21
20221008,5,SOC_10,4,0,4.28
20221008,5,SOC_11,46,0,16.96
20221008,6,EM_01,67,3,0.0
20221008,6,EM_02,146,7,0.0
20221008,6,EM_03,22,1,0.0
20221008,6,EM_04,14,1,0.0
20221008,6,EM_05,32,2,0.0
20221008,6,EM_06,4,0,0.0
20221008,6,EM_07,28,1,0.0
20221008,7,AFF_01,10,0,12.66
20221008,7,AFF_02,22,1,8.0
20221008,7,AFF_03,28,0,16.03
20221008,7,AFF_04,6,0,4.66
20221008,7,AFF_05,12,0,15.21
20221008,7,AFF_06,81,2,111.48
20221008,7,AFF_07,50,1,72.26
20221008,7,AFF_08,25,0,36.41
20221008,7,AFF_09,34,1,27.36
20221009,1,ONLINE STORE,1653,55,0.0
20221009,2,RETAIL,112,11,0.0
20221009,3,MKP_01,183,4,46.44
20221009,3,MKP_02,5,0,2.8
20221009,3,MKP_03,211,5,181.94
20221009,3,MKP_04,57,1,71.04
20221009,3,MKP_05,67,1,74.36
20221009,4,SEA_01,145,3,116.78
20221009,4,SEA_02,98,2,21.96
20221009,4,SEA_03,189,5,251.57
20221009,4,SEA_04,48,1,17.81
20221009,4,SEA_05,14,0,18.33
20221009,4,SEA_06,36,1,33.07
20221009,4,SEA_07,9,0,3.26
20221009,4,SEA_08,76,2,95.87
20221009,4,SEA_09,81,2,61.8
20221009,4,SEA_10,109,2,172.9
20221009,4,SEA_11,18,0,15.47
20221009,4,SEA_12,295,6,434.92
20221009,4,SEA_13,3,0,3.95
20221009,4,SEA_14,111,3,49.88
20221009,5,SOC_01,31,1,48.67
20221009,5,SOC_02,20,0,13.03
20221009,5,SOC_03,29,0,10.47
20221009,5,SOC_04,48,1,48.13
20221009,5,SOC_05,24,0,30.64
20221009,5,SOC_06,83,1,49.21
20221009,5,SOC_07,6,0,1.27
20221009,5,SOC_08,94,1,95.03
20221009,5,SOC_09,51,1,27.24
20221009,5,SOC_10,158,3,115.1
20221009,5,SOC_11,140,1,194.72
20221009,6,EM_01,9,1,0.0
20221009,6,EM_02,11,1,0.0
20221009,6,EM_03,10,0,0.0
20221009,6,EM_04,15,0,0.0
20221009,6,EM_05,75,3,0.0
20221009,6,EM_06,51,2,0.0
20221009,6,EM_07,135,6,0.0
20221009,7,AFF_01,1,0,1.39
20221009,7,AFF_02,43,1,25.55
20221009,7,AFF_03,3,0,1.94
20221009,7,AFF_05,42,1,24.36
20221009,7,AFF_06,43,1,25.09
20221009,7,AFF_07,72,1,111.91
20221009,7,AFF_08,17,0,22.03
20221009,7,AFF_09,3,0,4.47
20221010,1,ONLINE STORE,986,40,0.0
20221010,2,RETAIL,70,9,0.0
20221010,3,MKP_01,144,4,95.17
20221010,3,MKP_02,178,6,176.89
20221010,3,MKP_03,26,1,33.29
20221010,3,MKP_04,8,0,3.61
20221010,3,MKP_05,34,1,14.08
20221010,4,SEA_01,89,2,90.58
20221010,4,SEA_02,34,1,45.75
20221010,4,SEA_03,10,0,3.73
20221010,4,SEA_04,53,1,49.36
20221010,4,SEA_05,11,0,6.35
20221010,4,SEA_06,14,0,12.35
20221010,4,SEA_07,21,0,9.95
20221010,4,SEA_08,64,2,84.01
20221010,4,SEA_09,46,1,9.36
20221010,4,SEA_10,158,4,177.59
20221010,4,SEA_11,114,3,160.93
20221010,4,SEA_12,58,1,49.95
20221010,4,SEA_13,56,1,12.58
20221010,4,SEA_14,3,0,4.41
20221010,5,SOC_01,99,1,120.89
20221010,5,SOC_02,13,0,18.54
20221010,5,SOC_03,30,0,43.2
20221010,5,SOC_04,29,0,20.26
20221010,5,SOC_05,60,1,72.45
20221010,5,SOC_06,30,0,19.67
20221010,5,SOC_07,31,0,25.36
20221010,5,SOC_08,185,3,38.68
20221010,5,SOC_09,127,2,32.72
20221010,5,SOC_10,15,0,14.11
20221010,5,SOC_11,31,0,15.4
20221010,6,EM_01,5,0,0.0
20221010,6,EM_02,135,5,0.0
20221010,6,EM_03,26,1,0.0
20221010,6,EM_04,126,6,0.0
20221010,6,EM_05,25,1,0.0
20221010,6,EM_06,3,0,0.0
20221010,6,EM_07,23,1,0.0
20221010,7,AFF_01,45,1,71.36
20221010,7,AFF_02,14,0,16.72
20221010,7,AFF_03,2,0,1.58
20221010,7,AFF_04,2,0,0.95
20221010,7,AFF_05,9,0,7.48
20221010,7,AFF_06,12,0,6.38
20221010,7,AFF_07,56,1,13.59
20221010,7,AFF_08,4,0,4.22
20221010,7,AFF_09,31,0,11.35
20221011,1,ONLINE STORE,1039,42,0.0
20221011,2,RETAIL,107,13,0.0
20221011,3,MKP_01,116,2,156.26
20221011,3,MKP_02,7,0,2.47
20221011,3,MKP_03,91,2,40.89
20221011,3,MKP_04,18,1,17.02
20221011,3,MKP_05,210,5,179.29
20221011,4,SEA_01,134,2,137.24
20221011,4,SEA_02,31,1,22.71
20221011,4,SEA_03,91,2,66.24
20221011,4,SEA_04,108,3,69.43
20221011,4,SEA_05,9,0,8.32
20221011,4,SEA_06,66,1,64.57
20221011,4,SEA_07,176,5,192.16
20221011,4,SEA_08,12,0,11.68
20221011,4,SEA_09,17,0,5.68
20221011,4,SEA_10,41,1,27.16
20221011,4,SEA_11,37,1,40.56
20221011,4,SEA_12,17,0,11.18
20221011,4,SEA_13,83,2,18.81
20221011,4,SEA_14,2,0,2.26
20221011,5,SOC_01,61,1,27.34
20221011,5,SOC_02,160,2,85.3
20221011,5,SOC_03,144,2,57.02
20221011,5,SOC_04,16,0,14.91
20221011,5,SOC_05,64,1,14.63
20221011,5,SOC_06,164,2,58.3
20221011,5,SOC_07,65,1,20.71
20221011,5,SOC_08,40,0,53.63
20221011,5,SOC_09,56,1,12.18
20221011,5,SOC_10,7,0,10.71
20221011,5,SOC_11,39,0,14.08
20221011,6,EM_01,2,0,0.0
20221011,6,EM_02,96,5,0.0
20221011,6,EM_03,80,5,0.0
20221011,6,EM_04,20,1,0.0
20221011,6,EM_05,50,2,0.0
20221011,6,EM_06,26,1,0.0
20221011,6,EM_07,9,0,0.0
20221011,7,AFF_01,10,0,13.57
20221011,7,AFF_02,20,0,16.05
20221011,7,AFF_03,3,0,1.47
20221011,7,AFF_04,39,1,54.52
20221011,7,AFF_05,46,1,71.84
20221011,7,AFF_06,27,0,33.88
20221011,7,AFF_07,54,1,50.94
20221011,7,AFF_08,31,1,7.22
20221012,1,ONLINE STORE,1430,58,0.0
20221012,2,RETAIL,96,14,0.0
20221012,3,MKP_01,48,1,30.71
20221012,3,MKP_02,53,1,36.67
20221012,3,MKP_03,64,1,83.74
20221012,3,MKP_04,75,2,106.36
20221012,3,MKP_05,153,4,152.67
20221012,4,SEA_01,23,0,31.67
20221012,4,SEA_02,7,0,5.74
20221012,4,SEA_03,9,0,7.67
20221012,4,SEA_04,92,2,56.89
20221012,4,SEA_05,62,2,29.85
20221012,4,SEA_06,42,1,59.47
20221012,4,SEA_07,52,1,14.98
20221012,4,SEA_08,209,6,313.3
20221012,4,SEA_09,1,0,0.76
20221012,4,SEA_10,23,1,8.37
20221012,4,SEA_11,99,2,92.12
20221012,4,SEA_12,55,1,12.33
20221012,4,SEA_13,72,2,101.37
20221012,4,SEA_14,81,2,20.58
20221012,5,SOC_01,122,2,192.9
20221012,5,SOC_02,111,2,163.62
20221012,5,SOC_03,36,0,51.03
20221012,5,SOC_04,72,1,39.11
20221012,5,SOC_05,101,1,79.08
20221012,5,SOC_06,226,4,317.1
20221012,5,SOC_07,192,3,304.29
20221012,5,SOC_08,17,0,9.67
20221012,5,SOC_09,6,0,3.39
20221012,5,SOC_10,2,0,1.09
20221012,5,SOC_11,7,0,9.51
20221012,6,EM_01,69,3,0.0
20221012,6,EM_02,53,3,0.0
20221012,6,EM_03,25,1,0.0
20221012,6,EM_04,7,0,0.0
20221012,6,EM_05,35,1,0.0
20221012,6,EM_06,53,2,0.0
20221012,6,EM_07,16,1,0.0
20221012,7,AFF_01,49,1,68.99
20221012,7,AFF_02,19,0,7.68
20221012,7,AFF_03,23,0,36.25
20221012,7,AFF_04,27,1,17.78
20221012,7,AFF_05,11,0,13.57
20221012,7,AFF_06,29,1,33.45
20221012,7,AFF_07,18,0,21.33
20221012,7,AFF_08,29,1,43.08
20221012,7,AFF_09,16,0,7.13
20221013,1,ONLINE STORE,1207,43,0.0
20221013,2,RETAIL,106,13,0.0
20221013,3,MKP_01,30,1,14.81
20221013,3,MKP_02,127,3,121.01
20221013,3,MKP_03,183,4,246.19
20221013,3,MKP_04,18,1,24.89
20221013,3,MKP_05,140,4,190.58
20221013,4,SEA_01,20,0,6.09
20221013,4,SEA_02,182,4,262.48
20221013,4,SEA_03,34,1,52.58
20221013,4,SEA_04,26,1,40.12
20221013,4,SEA_05,62,1,16.83
20221013,4,SEA_06,32,1,23.15
20221013,4,SEA_07,49,1,39.14
20221013,4,SEA_08,61,1,38.07
20221013,4,SEA_09,15,0,15.8
20221013,4,SEA_10,96,3,65.46
20221013,4,SEA_11,107,2,100.5
20221013,4,SEA_12,213,4,69.26
20221013,4,SEA_13,48,1,68.57
20221013,4,SEA_14,129,3,179.73
20221013,5,SOC_01,95,1,47.25
20221013,5,SOC_02,160,2,158.09
20221013,5,SOC_03,4,0,2.0
20221013,5,SOC_04,212,3,154.87
20221013,5,SOC_05,83,1,103.15
20221013,5,SOC_06,9,0,5.92
20221013,5,SOC_07,12,0,12.7
20221013,5,SOC_08,19,0,20.44
20221013,5,SOC_09,34,0,47.34
20221013,5,SOC_10,6,0,6.94
20221013,5,SOC_11,116,1,102.68
20221013,6,EM_01,12,1,0.0
20221013,6,EM_02,67,3,0.0
20221013,6,EM_03,7,0,0.0
20221013,6,EM_04,29,1,0.0
20221013,6,EM_05,28,1,0.0
20221013,6,EM_06,87,4,0.0
20221013,6,EM_07,156,8,0.0
20221013,7,AFF_01,24,0,27.62
20221013,7,AFF_02,3,0,1.79
20221013,7,AFF_03,2,0,1.98
20221013,7,AFF_04,122,3,133.12
20221013,7,AFF_05,27,0,10.55
20221013,7,AFF_06,1,0,0.82
20221013,7,AFF_07,24,0,11.16
20221013,7,AFF_08,25,1,19.8
20221013,7,AFF_09,26,1,20.16
20221014,1,ONLINE STORE,1141,28,0.0
20221014,2,RETAIL,97,11,0.0
20221014,3,MKP_01,7,0,2.59
20221014,3,MKP_02,34,1,21.29
20221014,3,MKP_03,14,0,15.27
20221014,3,MKP_04,452,11,606.57
20221014,3,MKP_05,28,1,24.33
20221014,4,SEA_01,9,0,7.68
20221014,4,SEA_02,41,1,40.16
20221014,4,SEA_03,82,2,73.96
20221014,4,SEA_04,253,5,132.27
20221014,4,SEA_05,42,1,25.83
20221014,4,SEA_06,6,0,1.97
20221014,4,SEA_07,120,2,62.84
20221014,4,SEA_08,31,1,39.65
20221014,4,SEA_09,38,1,47.14
20221014,4,SEA_10,223,5,58.99
20221014,4,SEA_11,21,0,12.94
20221014,4,SEA_12,101,2,26.09
20221014,4,SEA_13,8,0,2.82
20221014,4,SEA_14,75,2,118.53
20221014,5,SOC_01,116,1,169.99
20221014,5,SOC_02,10,0,5.97
20221014,5,SOC_03,41,1,58.31
20221014,5,SOC_04,59,1,68.07
20221014,5,SOC_05,47,1,11.49
20221014,5,SOC_06,173,3,49.16
20221014,5,SOC_07,23,0,17.43
20221014,5,SOC_08,16,0,14.67
20221014,5,SOC_09,50,1,62.6
20221014,5,SOC_10,18,0,24.0
20221014,5,SOC_11,62,1,57.03
20221014,6,EM_01,24,1,0.0
20221014,6,EM_02,133,6,0.0
20221014,6,EM_03,13,1,0.0
20221014,6,EM_04,6,0,0.0
20221014,6,EM_05,52,2,0.0
20221014,6,EM_06,69,2,0.0
20221014,6,EM_07,62,2,0.0
20221014,7,AFF_01,6,0,5.92
20221014,7,AFF_02,32,1,22.39
20221014,7,AFF_03,17,0,15.87
20221014,7,AFF_04,36,1,12.49
20221014,7,AFF_05,24,1,35.98
20221014,7,AFF_06,28,1,11.75
20221014,7,AFF_07,44,1,59.62
20221014,7,AFF_08,41,1,17.07
20221014,7,AFF_09,20,0,21.08
20221015,1,ONLINE STORE,1474,62,0.0
20221015,2,RETAIL,115,14,0.0
20221015,3,MKP_01,250,7,141.72
20221015,3,MKP_02,32,1,25.63
20221015,3,MKP_03,5,0,6.99
20221015,3,MKP_04,134,3,45.61
20221015,3,MKP_05,179,5,114.87
20221015,4,SEA_01,88,1,62.45
20221015,4,SEA_02,59,2,90.64
20221015,4,SEA_03,192,4,44.93
20221015,4,SEA_04,270,6,222.89
20221015,4,SEA_05,29,1,32.82
20221015,4,SEA_06,23,0,17.93
20221015,4,SEA_07,34,1,23.66
20221015,4,SEA_08,7,0,3.54
20221015,4,SEA_09,115,2,31.59
20221015,4,SEA_10,3,0,1.78
20221015,4,SEA_11,86,2,118.39
20221015,4,SEA_12,36,1,31.75
20221015,4,SEA_13,50,1,33.41
20221015,4,SEA_14,9,0,2.42
20221015,5,SOC_01,22,0,25.35
20221015,5,SOC_02,233,3,192.98
20221015,5,SOC_03,238,3,373.69
20221015,5,SOC_04,129,1,50.14
20221015,5,SOC_05,214,2,132.21
20221015,5,SOC_06,172,3,158.43
20221015,5,SOC_07,6,0,8.39
20221015,5,SOC_08,5,0,1.12
20221015,5,SOC_09,6,0,6.81
20221015,5,SOC_10,15,0,16.53
20221015,5,SOC_11,19,0,26.59
20221015,6,EM_01,53,3,0.0
20221015,6,EM_02,89,4,0.0
20221015,6,EM_03,37,2,0.0
20221015,6,EM_04,47,2,0.0
20221015,6,EM_05,118,4,0.0
20221015,6,EM_06,17,1,0.0
20221015,6,EM_07,16,1,0.0
20221015,7,AFF_01,9,0,8.67
20221015,7,AFF_02,14,0,6.9
20221015,7,AFF_03,30,1,9.39
20221015,7,AFF_04,38,1,45.52
20221015,7,AFF_05,93,2,106.05
20221015,7,AFF_06,5,0,2.83
20221015,7,AFF_07,21,0,26.63
20221015,7,AFF_08,25,0,5.79
20221015,7,AFF_09,54,1,41.04
20221016,1,ONLINE STORE,1582,54,0.0
20221016,2,RETAIL,140,15,0.0
20221016,3,MKP_01,25,1,10.57
20221016,3,MKP_02,101,3,73.74
20221016,3,MKP_03,95,2,148.44
20221016,3,MKP_04,412,14,134.99
20221016,3,MKP_05,14,0,7.24
20221016,4,SEA_01,13,0,16.49
20221016,4,SEA_02,80,2,71.41
20221016,4,SEA_03,110,3,92.87
20221016,4,SEA_04,25,0,14.31
20221016,4,SEA_05,240,5,192.34
20221016,4,SEA_06,59,1,86.46
20221016,4,SEA_07,89,2,71.56
20221016,4,SEA_08,52,1,33.93
20221016,4,SEA_09,58,1,82.15
20221016,4,SEA_10,49,1,31.52
20221016,4,SEA_11,22,0,31.94
20221016,4,SEA_12,44,1,38.72
20221016,4,SEA_13,9,0,2.61
20221016,4,SEA_14,27,1,19.41
20221016,5,SOC_01,84,1,132.11
20221016,5,SOC_02,2,0,1.69
20221016,5,SOC_03,153,2,117.52
20221016,5,SOC_04,45,1,51.83
20221016,5,SOC_05,45,0,47.79
20221016,5,SOC_06,41,0,49.32
20221016,5,SOC_07,47,1,47.53
20221016,5,SOC_08,47,1,46.03
20221016,5,SOC_09,17,0,8.8
20221016,5,SOC_10,128,1,145.31
20221016,5,SOC_11,91,1,128.37
20221016,6,EM_01,20,1,0.0
20221016,6,EM_02,58,3,0.0
20221016,6,EM_03,65,3,0.0
20221016,6,EM_04,15,1,0.0
20221016,6,EM_05,121,6,0.0
20221016,6,EM_06,12,1,0.0
20221016,6,EM_07,12,1,0.0
20221016,7,AFF_01,82,1,74.83
20221016,7,AFF_02,41,1,43.46
20221016,7,AFF_03,14,0,11.57
20221016,7,AFF_04,34,1,8.24
20221016,7,AFF_05,7,0,11.03
20221016,7,AFF_06,2,0,3.19
20221016,7,AFF_07,6,0,1.87
20221016,7,AFF_08,6,0,6.4
20221016,7,AFF_09,35,1,25.11
20221017,1,ONLINE STORE,1359,55,0.0
20221017,2,RETAIL,70,11,0.0
20221017,3,MKP_01,220,6,196.77
20221017,3,MKP_02,26,1,21.46
20221017,3,MKP_03,175,5,146.38
20221017,3,MKP_04,40,1,54.95
20221017,3,MKP_05,24,1,20.94
20221017,4,SEA_01,230,4,130.82
20221017,4,SEA_02,19,0,22.95
20221017,4,SEA_03,55,1,61.33
20221017,4,SEA_04,1,0,0.28
20221017,4,SEA_05,5,0,6.2
20221017,4,SEA_06,182,4,158.97
20221017,4,SEA_07,138,3,84.25
20221017,4,SEA_08,72,1,14.85
20221017,4,SEA_09,90,2,127.07
20221017,4,SEA_10,15,0,7.1
20221017,4,SEA_11,68,2,24.22
20221017,4,SEA_12,3,0,0.69
20221017,4,SEA_13,63,1,54.19
20221017,4,SEA_14,86,2,43.11
20221017,5,SOC_01,17,0,21.77
20221017,5,SOC_02,100,1,86.43
20221017,5,SOC_03,66,1,39.14
20221017,5,SOC_04,54,1,68.77
20221017,5,SOC_05,92,1,145.37
20221017,5,SOC_06,118,1,105.46
20221017,5,SOC_07,9,0,8.38
20221017,5,SOC_08,23,0,4.99
20221017,5,SOC_09,13,0,2.8
20221017,5,SOC_10,60,1,29.35
20221017,5,SOC_11,179,2,59.86
20221017,6,EM_01,18,1,0.0
20221017,6,EM_02,24,1,0.0
20221017,6,EM_03,86,5,0.0
20221017,6,EM_04,31,1,0.0
20221017,6,EM_05,18,1,0.0
20221017,6,EM_06,58,2,0.0
20221017,6,EM_07,6,0,0.0
20221017,7,AFF_01,1,0,0.44
20221017,7,AFF_02,21,0,31.03
20221017,7,AFF_03,44,1,39.24
20221017,7,AFF_04,35,1,37.48
20221017,7,AFF_05,14,0,19.26
20221017,7,AFF_06,12,0,5.27
20221017,7,AFF_07,20,0,8.17
20221017,7,AFF_08,37,1,17.81
20221017,7,AFF_09,23,0,12.21
20221018,1,ONLINE STORE,1151,42,0.0
20221018,2,RETAIL,92,12,0.0
20221018,3,MKP_01,48,1,42.48
20221018,3,MKP_02,21,1,6.31
20221018,3,MKP_03,98,3,37.22
20221018,3,MKP_04,132,3,115.26
20221018,3,MKP_05,129,3,114.17
20221018,4,SEA_01,181,5,90.63
20221018,4,SEA_02,97,2,132.66
20221018,4,SEA_03,19,0,29.57
20221018,4,SEA_04,86,2,79.67
20221018,4,SEA_05,31,0,36.44
20221018,4,SEA_06,29,1,15.44
20221018,4,SEA_07,9,0,4.8
20221018,4,SEA_08,92,2,126.57
20221018,4,SEA_09,27,1,9.31
20221018,4,SEA_10,51,1,55.39
20221018,4,SEA_11,21,0,10.18
20221018,4,SEA_12,61,1,53.05
20221018,4,SEA_13,20,0,31.3
20221018,4,SEA_14,30,1,12.19
20221018,5,SOC_01,20,0,15.5
20221018,5,SOC_02,17,0,24.01
20221018,5,SOC_03,7,0,7.57
20221018,5,SOC_04,81,1,29.38
20221018,5,SOC_05,62,1,20.75
20221018,5,SOC_06,352,4,133.74
20221018,5,SOC_07,22,0,13.18
20221018,5,SOC_08,5,0,4.43
20221018,5,SOC_09,148,2,195.62
20221018,5,SOC_10,93,1,46.65
20221018,5,SOC_11,33,0,41.79
20221018,6,EM_01,35,2,0.0
20221018,6,EM_02,15,1,0.0
20221018,6,EM_03,145,5,0.0
20221018,6,EM_04,14,1,0.0
20221018,6,EM_05,26,1,0.0
20221018,6,EM_06,24,1,0.0
20221018,6,EM_07,48,2,0.0
20221018,7,AFF_01,42,1,8.54
20221018,7,AFF_02,2,0,0.95
20221018,7,AFF_03,1,0,0.88
20221018,7,AFF_04,23,0,22.55
20221018,7,AFF_05,30,1,36.72
20221018,7,AFF_06,3,0,2.9
20221018,7,AFF_07,38,1,50.93
20221018,7,AFF_08,19,0,11.94
20221018,7,AFF_09,26,0,17.2
20221019,1,ONLINE STORE,1215,35,0.0
20221019,2,RETAIL,112,14,0.0
20221019,3,MKP_01,6,0,5.4
20221019,3,MKP_02,77,2,119.46
20221019,3,MKP_03,140,4,82.1
20221019,3,MKP_04,14,0,14.88
20221019,3,MKP_05,202,7,63.22
20221019,4,SEA_01,13,0,3.2
20221019,4,SEA_02,35,1,20.07
20221019,4,SEA_03,40,1,54.98
20221019,4,SEA_04,107,3,63.14
20221019,4,SEA_05,37,1,58.43
20221019,4,SEA_06,33,1,31.98
20221019,4,SEA_07,10,0,7.94
20221019,4,SEA_08,14,0,7.69
20221019,4,SEA_09,270,6,107.58
20221019,4,SEA_10,23,1,33.5
20221019,4,SEA_11,49,1,14.8
20221019,4,SEA_12,125,3,165.39
20221019,4,SEA_13,173,4,85.81
20221019,4,SEA_14,21,0,12.79
20221019,5,SOC_01,14,0,18.02
20221019,5,SOC_02,112,1,74.24
20221019,5,SOC_03,128,1,91.96
20221019,5,SOC_04,69,1,84.28
20221019,5,SOC_05,35,0,42.02
20221019,5,SOC_06,14,0,9.78
20221019,5,SOC_07,97,1,65.97
20221019,5,SOC_08,118,2,184.03
20221019,5,SOC_09,7,0,10.54
20221019,5,SOC_10,86,1,36.96
20221019,5,SOC_11,178,3,46.2
